video_id,expected_category_id
7SAisWFutbw,23
7SxLRFuEuLE,17
7Tivcf-zIOU,25
7UoP9ABJXGE,10
7Usr96nwjqI,24
7VC4zX1vDE4,24
7VnEPIBsp20,24
7WbdxpZ6Khc,10
7YiQ0-SBbT0,10
7YoMGxBa0bw,20
7ZhaNwZbco8,25
7_FJUSBFbJM,24
7a6irhXRudo,23
7aRxsmfBDI0,24
7bDvhiHoH-c,26
7bFcHyI4dOk,24
7bPSxB-8__o,1
7bfS6seiLhk,24
7cTi6PHUqMw,24
7cmzAjwmc5k,24
7cqYiUmutGI,24
7cql4KuraEo,25
7d9cu_dmQ0c,20
7dGwk5-QMpc,10
7dNu1AorSYc,15
7dbRDavsp6I,24
7dhRpJ9ydiw,17
7e-uqc8H2BU,25
7efwdTlRvvs,17
7ej6uL4kjHM,17
7fm7mll2qvg,10
7gdoj1ViJ8M,26
7iksIsZOCBM,25
7kLO2AB5SPM,22
7kRDYwtE10Y,22
7keZTcdouoY,25
7l2NnC0MNt4,24
7lIfFJgmJsY,15
7m630xvAJtA,22
7oRdswHqaf8,26
7pLdjf2NSiU,24
7pXcSzCvYvs,25
7rOQv_6L9fQ,17
7s71D2kQrFE,24
7sEKooUZi7I,28
7sce--mR0kA,17
7snvaAmSHo8,10
7tYUMo3IgXg,22
7tm6bhXE5mQ,10
7u6rMOvvTzU,24
7uzjz51S--M,10
7vLYNDTqpvQ,25
7wDUrQAaYsM,10
7xN52zQzYy8,17
7xhxjcejONk,28
7zLzYiw1wdQ,24
8-Cjsnq8kVU,1
8-fwdc3OSaU,27
8-u5nd2GqNE,27
80GNn_eIOhI,24
80L97nV_vQc,28
80T59B2RVOo,24
815lSYphlbw,26
817P8W8-mGE,10
82QbMrg2HoI,23
82zGhWVXXxg,27
83paNSKdfNM,24
84hXRY0uwQ0,24
84p7f-Rh-RY,25
86atbRCxDgw,1
86sFN_2kw5k,10
86ysRAffCpI,26
87YT_i8Eu5s,22
883Omd2YqXE,17
88kkrRv1UgI,27
88qeUDD9Vv0,24
894X4nV9Mys,24
894rSubVE5E,24
89OP78l9oF0,1
89PKbJ2NAqc,23
8A3ILTZaswo,24
8B2esiq24Hg,15
8BAhwgjMvnM,1
8BQqX3bUqtY,10
8C8pRDetZr8,25
8CdP3MbrIZk,10
8D7c9CY7vXk,1
8DR0RhpKp2k,22
8EK-QMtHhMI,23
8ENIIcMmeD0,26
8ETcciGbBss,25
8EiDiriAmfk,23
8FqgrgVPvio,22
8H0alk0e0tg,24
8HON4AswPVk,10
8HTdbCohTXY,25
8HvwNOSnveE,27
8IEvxQKzLyI,17
8I_NkJ8VTEI,22
8I_uK7WBbjI,26
8J2q99ApzGs,24
8JfMdhrbehY,20
8Jg90Lqg3VM,17
8Jmd7-1quDM,22
8JnfIa84TnU,10
8KT1UCsOE74,24
8KaKWPJq5dY,20
8KgiaRPxRnQ,20
8LPVjHxXvJM,23
8LSpT5xF3UI,25
8MPbR6Cbwi4,10
8MfSVTHqNHU,17
8NHA23f7LvU,24
8O-ZUXGcuWU,20
8OARiNiJ_w8,10
8O_MwlZ2dEg,10
8PRrH-1kuwY,28
8PwD3DUTJWM,26
8QCxV--St8o,10
8RMScghsI6o,27
8RsDxpyUa_U,23
8SxMEqwKVUs,22
8U-7F0QfLCE,2
8U88dHTfDiA,23
8UHMSVOHddE,10
8V08Gu1DOgE,24
8WZuk8KXC5M,20
8WbxbqwdWog,22
8X2kIfS6fb8,20
8XBLuU_4Qgo,25
8Y4eFnLRIzI,10
8Y5-GI9hYcI,10
8ZivfJUezjA,26
8_rTIAOohas,24
8bKKVuZA0ys,26
8bNu6Ktj858,24
8bXF29AeVQc,24
8bn9OBHoO0k,25
8bqvu8eFZss,24
8brYvhEg5Aw,24
8cmrzeDJ8JM,17
8cpqLRC7T80,26
8dHNmfLJeR8,24
8d_202l55LU,25
8diVDS4qW6I,10
8dsf7S5GO1U,24
8eo-L_3OWAQ,15
8fbyfDbi-MI,10
8gE6cek7F30,26
8gFGhT5GpAs,17
8gHURYmTzFs,26
8gcUmiOlM1M,24
8h--kFui1JA,10
8h2rlhsN9DI,25
8h7cnLWQKtM,26
8hKbIhrb1WU,24
8hYTPl7MkiA,27
8iFGgfJiLsg,10
8j_BYfVEyhA,24
8jp3SxojXpU,25
8kFnLQySIzU,24
8lPoqMD7Ko8,24
8l_e6bx8UG8,10
8ll04Zzw5UM,10
8mBHDHIb-kM,10
8mCcM-PUmLM,22
8mQelXnPxUQ,28
8mhTWqWlQzU,22
8nWw8q3zEpw,22
8nsWMmFYRqE,10
8oKl_qDJHt4,24
8pB4fkdD93o,24
8pfXS-SwbTw,24
8pffcngJJq0,25
8q1NFlE17qs,10
8qL4lMQQ9IE,24
8qW6fjiMhgo,22
8rQT3PWQoNI,26
8rWuGBPA7bE,15
8rbE3RssSEY,23
8rqztDFvmZ8,26
8sAApdJdG3A,17
8sg8lY-leE8,23
8szK9FBpdPI,17
8tbQHHso0oY,17
8uArRFr7_YY,24
8uBP6UL-jEU,24
8udNOTFiqUs,28
8uvIPHtKoQQ,24
8vCn190ti9U,26
8vRliTJ0-CQ,15
8vambqBQVwk,26
8vl82FssW5k,24
8x7UtZKwfHA,28
9-2FS7XpTh4,17
900X9fDFLc4,10
903QDFbbeww,22
90CCjgX0n20,24
90IJanuV_0M,22
92BKdIai4ck,1
92HCNclQOYo,24
92RkVMMvgAU,24
949vJMp0v40,10
94k6kEVGZzg,24
94n19Cp2O2o,24
95Rzsn-zjr0,10
96bpvMCfBfo,10
96oKlWv5wSo,19
97Gh0LRdKu4,24
97IfPfjSaDg,1
98QDI87DdcY,2
98ixGAcR1T4,24
99t4EBwIAt8,24
9BAwZN16yo8,17
9CO6M2HsoIA,22
9Ca8zWJOlFQ,28
9D0eyl7-XQA,28
9DUfFHaUpxg,22
9DgrJ89Oo2w,1
9DjgOFSBJYc,23
9FVkXIj-wLQ,26
9GqL1DSQDL0,26
9GqohosViw4,28
9H2SSvQ8ihA,1
9JBKuNrd5m8,24
9JQ2gHDPnDY,24
9Jn8TXoPQTg,24
9KIP-Ncp2jU,22
9Ktmmjt8Tq4,24
9L4-DV1nVek,1
9NC2saE5MbQ,15
9NkHIv25IH4,27
9O4WaQ1zqUE,24
9O5PhuW927w,28
9OeZYhjyweQ,23
9PhM-zCmTFs,15
9Pwy-cAf09I,22
9Q1WSQ7R8U8,17
9QkNE2m4ZDM,23
9QojtREFuFU,22
9Rr9u6QGgVc,24
9S1Gc1nSXd4,10
9S9O2T1B6xE,22
9SCNLl0MQPM,28
9SK1I0V6U5c,23
9Szts88zY4o,24
9TCdWhmtxCk,10
9TRjE7i0ERY,10
9Tb3xPmr3yg,25
9Th4qTv-4jE,28
9Tuqhjq5ANQ,25
9U2kr_QfhoQ,2
9U9N7U2XdcI,24
9VH4yQrU_SY,23
9Vb8tOUh2C4,26
9WFf9XY5rME,24
9WT7NU3Rwr0,17
9WXQr3WVrbU,25
9WwKW2wIU-k,25
9XaS93WMRQQ,10
9XaUPRA6ZAI,24
9YTQMPf3Z6o,17
9YlnHbN28jo,26
9Z26NYFJizI,27
9ZrAjnPHzjQ,28
9_LIP7qguYw,24
9_lkVzzd6rE,15
9aC3UOu5dR0,24
9bAiXJoNdy0,23
9bdXZzQvb0U,24
9brhgq2OmXw,22
9d-Z7V5kZvQ,25
9dHLFD_Jveo,17
9dmij6g-iZc,24
9efQnL-nlUg,28
9f5zD7ZSNpQ,10
9fKALFSxX_Q,26
9fe3ECuYWlI,22
9fed80dZ5wM,22
9flG5EqRPSc,24
9flXyzcSfT4,10
9i3GtPIS0-4,2
9iM7W1Dvl6Q,24
9jI-z9QN6g8,10
9jRtpMKLsts,20
9kF9xY74h-E,23
9m9oO84Q2fk,17
9mQk7Evt6Vs,10
9mwM1VB9qs0,24
9o-gcCwMOgA,17
9o2FXVhjLyY,24
9oFP-pOMNwE,24
9oyKePWRi8Y,17
9pXLSjDkcEE,19
9pbCuFxRuqs,28
9qRqfWJ6ONU,17
9qTJR0575Ek,20
9qlF_9PNhJs,15
9r6NI9m_IxM,10
9reizHjwuNY,28
9sRQQRiltrE,24
9sbnGfWaOwQ,26
9t9u_yPEidY,10
9udUUMxQNG0,26
9uez2DBg9Mg,25
9vDdx1dba6c,10
9v_rtaye2yY,10
9wRQljFNDW8,17
9wg3v-01yKQ,10
9x8JN8zDqis,26
9xPz2SUdYGo,17
9xSx-5tmq44,24
9yDNAc8YS9c,24
9yWnVxe1qp8,15
9ymjcSvEyhk,10
A-JtybJbVbA,1
A0FZIwabctw,28
A2dIL4sf4TQ,22
A34O0pCAQ60,17
A34u94sPuKg,17
A3_c-aSZF5M,1
A4cASDml7Vk,10
A5TPOKoE1_M,22
A6-P1-xxF9Y,22
A637CH916wY,27
A6owSHYjOiE,24
A70B_LKyOrU,10
A8HLnDP6uRM,24
A8QY1IRPGTY,25
A8ScwhLh7uo,1
A9QDgSTVhyM,23
A9R5tJPbcKI,23
A9YcrloL3oE,1
A9k89DYdHKQ,10
AAbtGz8dHKc,10
ABLsSWE06q4,10
AB_u_kOSP8Y,17
ACHZrvF6mTA,24
AE5PqQ_6V5Y,10
AFC5RaH4xMg,17
AFZZNlog8sA,10
AFbu21AGSho,15
AGPMMAjBt6c,10
AGbuiYvynhY,22
AHIcMK_7-Us,22
AHIrklVaooQ,24
AHwZBYCwxPY,10
AIrxDop0GCQ,19
AJ2xkh-6tL4,25
AJUiQU8-w8E,27
AJaHx4CDD-k,10
AJkOHavUH_A,1
AKmlFyQaiXo,24
AKstzozuLKY,24
ALXiloyym0M,26
AM1pavPRU8E,24
AMiXme4bMUk,28
AN3vM-T-lm0,24
ANDqRchWuMc,24
AOvCyD9bbDM,10
AP14dJZzKkA,24
APASP1YKH60,22
AQNj9fMnzDo,10
AQxBqfy4Faw,26
ARA0AxrnHdM,28
ARuS950sgXM,25
ASNA5kkMQ20,26
ATFwMO9CebA,25
AU9I1MX0c2s,10
AV1SWIPxxFM,24
AV5TOlGFHk0,28
AVoe5SH_K8k,23
AW9M7Cmzjj8,26
AWgfOND2y68,28
AWtpYfjylCo,22
AYte8ks2KAk,25
AZ4sakIfXUE,22
AZQvPibYXRo,17
AZTn1UMs408,23
A_Z3AokMwWI,20
A_fUji0jTAE,23
A_xWDAbnBSU,10
A_yJqOZcIQ0,22
AaALLWQmCdI,10
AbEHRrq7xwU,10
AcZBI8UaMso,17
AcjX4z2_Z5c,10
AcoALQl7jfA,23
AeB90B9__xM,15
AeVJATwE2N0,17
AeVrH_3igzk,25
Aeful-nI3ao,24
AenmqoozqoA,10
AfC2pHj0VZA,10
Agg73-6QOYo,17
AgrK2P3Ruug,24
Ah7ldw_WmtE,23
AhIh8lLYzLo,2
AiH3nDqWr9I,1
AixWaRt1ulk,23
AiyZ92_JZxA,24
Aj5oA0YxCi0,22
AjMBDpRXsYA,25
AkCLxl3MzNA,27
Ali918UJSpU,26
Alt2HGrsfnw,26
Am6NHDbj6XA,24
AmXb2s1_UWo,27
AmZJwThOfzE,15
An6cskMsG7c,25
Aopb6YZyeFU,24
AoswyJLilgo,10
ArVEH6KS6dA,10
AsTdC2RToIA,26
AshvBTw5Z84,24
AtCLwYFRp4o,23
AtIoXmGwyfA,24
AtbyHpFeVDI,24
Atx-0_G1KHQ,24
AuWwlxym68g,10
AumaWl0TNBo,24
AvFNCNOyZeE,28
AxWxJNHoLC8,22
Ay420BlEtb8,25
AyiRO0_Ta7o,17
AzLYMcneJMU,25
B-PVT_rclnM,23
B-t4bU3-lHA,24
B0R9wQAFBbI,25
B1Kitc6cMXw,19
B1pdDGaC9Mk,26
B1r4Z3nXPVA,24
B1tEq5RU-Wo,17
B2MvoBRzrm4,28
B2W7c3XRBwQ,26
B2YCf8dTkIM,24
B3JFSL8AA70,22
B3S9H0129Rw,24
B3qT1k0r9pw,10
B450jhJ5vHg,28
B4C10LKAcZQ,24
B4WBB8gAwTE,24
B4gXsobd_ao,27
B4mK5OElAFQ,1
B5HORANmzHw,27
B5gu6o6CIDA,26
B663R7kgxEA,22
B7AjF4of300,17
B7B6x2bHcUs,25
B8R148hFxPw,28
B9127l-xpdE,17
B9nVxg3DqAM,20
BBQ-2BUGQv8,24
BC19fhyTG_M,10
BCGt31FpN5c,17
BEcs3TL8DII,17
BEePFpC9qG8,1
BEweWXa5Twk,26
BFWI0GQZA14,24
BFZz8wHL2a4,24
BFkTu8Y1KLs,10
BFqNP8VqoPs,28
BG0a04PX-zY,25
BGk6_KEFtLE,28
BGszdLW-VqM,26
BGtsTNCMrQI,20
BHloD113J54,24
BHuH-vySEMA,24
BIQK4-9YFW0,10
BIVGh32dVnE,1
BJ2yzCRPonA,24
BJDGBNFxO7o,24
BJeCOo_CRyE,10
BL4dnvBytLA,25
BLts9UN_K3g,20
BN7rNfOsBJo,22
BNzc6hG3yN4,10
BOKzXQdA4Nw,1
BOQ-wZQhZZo,24
BOZngVYS04s,23
BO_g-ncp5wE,1
BOhylL90UVQ,10
BP9HNVuGb-g,27
BPQHG-LevZM,28
BPmAxzEJpWA,10
BPmgDhwbd1w,28
BPyNxoVJsr4,24
BQ31l1gPGKM,10
BQC09Mdn24w,24
BQGpIPZx0qc,25
BQ_0QLL2gqI,10
BR4aMnZMwic,24
BR7AnZ3S8u8,25
BRWLN_Hxo8Y,25
BSHh0MmJM1U,26
BVRvrvCQdmg,20
BWJY1na9qao,23
BWPrk9PUwQE,26
BWX1ygwYzWc,20
BWYA0CYJV74,26
BWhqHJtvbPo,24
BWp5WAFGV60,28
BXnGUUsdnR8,24
BYF2tfdD1fA,1
BYG1qf3XJNM,23
BYwrSAZzXEc,22
BZt0qjTWNhw,15
BZyUEu1osf8,10
Ba4j_q02FM4,24
BcruuWQ2_9Q,23
BdwJ0uXIV_U,24
Bf22Vq5phKo,24
BfawmhUVXVo,24
BfbIoUMdKZ0,10
BgR_HJ7aGDY,22
BhIEIO0vaBE,22
Bhg9I26EghQ,26
Bhplg8YCu-M,25
BidS_rcf7UU,10
Biex1XR_mpo,22
BjRNY3u3bUw,24
Bju5Enu--80,10
BkpwPKZb_Zo,10
Bkus04-5kWk,24
BlHVpQfxJt4,24
Blgj9YbU9ww,22
Bm8rz-llMhE,10
BmLSua7LPR8,10
BmMuLuG1yW8,24
Bn02bclCu5A,24
BnANUza_uXQ,24
BrlpU99lGzI,22
BrqFTswejpU,24
Bs-Hr-gEJAU,10
Bs5Ml7_2wT0,20
BsadA7UR110,17
BsfhHKx6ajA,24
BsjQqm60ZEI,23
BspHjvU11y4,10
BtvRaMPJWLs,20
BuFrAmdWveY,10
BubFE0CYMYg,24
Bx1aWLcUF3A,25
BxZYIjdgGtg,10
Bxhew4TpiAg,27
BxhxZHqHDGA,19
By6Mi7VlqcU,22
ByO3RFHMdSs,25
ByeyFfOHgQA,1
ByucbuSe958,10
Bz947t-vWzE,23
Bze3VoLmTTs,26
Bzji05zubSc,24
Bzu4G8uZs-4,10
BzzG-yDxA1c,19
C-DfipidnOE,28
C0KnxhQMLBU,17
C0Uv23ELQMQ,24
C1fRIyBW4kk,24
C2-Fm2vpEKA,24
C2-bOy3H6Ss,26
C3B69-LeVCY,10
C3_spbo8eVc,10
C4YNcqNF4hg,23
C4ZN-2MrgBA,17
C535gMNdiDk,27
C54cHGCwBdk,17
C59j0Rmucss,10
C5jcZGcMdaI,1
C6Oo9Hel6MI,23
C6SZa5U8sIg,1
C7lQ_jqSqKQ,24
C7mxTEskjQg,15
C82YHbZNmKs,26
C8dfiDeJeDU,27
C9XDrAfT7ks,1
C9vVz7j-zV4,25
CA6A3ZlGlH8,22
CBZgoICDr6E,20
CCPX4EYrskw,24
CE7SkcoyVAI,1
CFMRJSPDr2k,23
CFa-pa0-VqI,26
CFwXUarN-wg,1
CG9yQ8PXf6o,10
CH3aAnw7XeU,28
CHLdNpzdXIY,10
CHXD9k19q1Y,10
CI4ve0pw380,10
CIsfY7S_Uw0,26
CJRw18MtRPg,28
CJUgcgFNNWA,24
CJzaYLc4pPY,10
CKPMAICRYuw,24
CMA2iF6RuXk,17
CMJblEavb7g,24
CMzzImAolMc,26
CNBGEWRdeIM,26
CO9dIyNM_9Q,25
COeinmZMYaQ,24
CP23fL52Bes,24
CP5Ro3oy-ec,24
CP6aYDssDSE,19
CPjWgk0UXps,24
CPy0-J6pxKI,10
CQQit01HHLY,24
CQZdAK_0PXU,22
CR9zYgr84QY,26
CRSsa2o6PDQ,23
CRiBnM9l4N4,26
CRnCh-Y-kwM,25
CSDHM6iuogI,28
CT-orZzuN2A,24
CTFZoz-mB5k,26
CU8qwXYH83c,23
CUNq2_VjRn4,24
CUnRQYS6xqo,10
CV0J3Bq3BIc,24
CV3SaepBEYI,23
CVPp5FtQN8E,26
CW70dL5430c,28
CWAX-tiepMo,1
CWSYOdxx8Tg,23
CW_UQL2gm7w,24
CWrjDoEBQsw,26
CX11yw6YL1w,10
CXK3OiDgymo,22
CY8E6N5Nzec,10
CYZkT8gbiEk,24
CYebJBcLZHA,29
CZ7KRUYQyKE,22
CZMO9Ud0tOU,27
CZkUNPBlJIQ,24
C_SJgw5MVFY,10
C_ijc7A5oAc,10
CaE0JD1X12g,1
CahQhevkcCM,22
CbCVIrOK2qM,17
CbWP9nvnRhw,24
CbfnCflL4-E,1
Cd2Ue_xw1oo,24
Cd8UxUlqaZ8,10
CdE2zc4qsDs,17
CeCgsmTjHjk,24
CefAPPIkB8E,17
Cf3zj7D8SQ4,1
Cfn25A6krNg,25
CfvTmIEN2Hc,10
CfyMD5rSK50,1
CgjAN_wgmiI,17
ChF_ypmiIs8,10
ChqXsD5L8Ac,19
CiFnp-oKZQc,22
CiaoTcPpbDE,17
CjjQ-T2n8S0,24
Ck4xHocysLw,10
ClM-MORjXQI,15
CmO2143BzYA,24
CoAiBdkXFBA,17
CofZ7xjGyI8,22
CokyUUrx18w,24
Cp6j-izXLtE,24
CpXaNIT8P5I,24
Cr9oGxr0Qa0,28
CrUETaziY_0,24
Cr_mEzG5JHY,24
Cs2Xr2b7ako,26
Csnsq9f_ZkQ,1
Ct9BFr9XBaI,10
CtBca6H6Teg,1
Ct_lrDNvxoA,1
CuVuqKyISR4,22
CvAQpSdcvno,22
CvkOWb1U-LI,28
CvqtJTrsKCE,22
CwKp6Xhy3_4,10
CxC161GvMPc,27
Cy44KlXh6Co,10
CyPPi6T3D3s,26
CyzEtbG-sxY,10
CzCfd0eaWoA,26
CziCidR4KcY,10
CziHrYYSyPc,24
CzmIrPvIzxk,1
D-DYWvnrFs8,15
D-IkMEDaNQY,24
D-dwmYeLLng,10
D-pKeb6Wf4U,10
D0N3qaqXymY,17
D0aAYfRBVik,10
D18e8aU-UWs,10
D2UE_Gw7XpI,23
D2mjQP8cmYA,1
D2mxKEa2xmA,24
D30jtARAEh0,25
D3BJ5bt5VbA,28
D3uvvA7dyoI,24
D4pdh0eTsxw,26
D52qnC7dJcQ,10
D5D90CLAILY,24
D5bEwcJ8eCI,27
D6Oy4LfoqsU,24
D7JorwX31CQ,10
D7plDibrP1U,25
D7sj7L1uLiw,24
D818vkK10UQ,17
D8PXRnN0KPU,1
D8mu5AgUsPs,24
DAi3GgwhDR0,24
DBC04auZVcs,20
DCUD9kjYOAk,10
DCcA4FyWeXI,20
DD2snaPATbI,23
DEXfRMTRJss,24
DFZmEaNqdNc,1
DGdSlnw4D_M,23
DGhPGH2YROA,10
DGzy8FE1Rhk,10
DH1G703mf7w,20
DI8JsP05k5Q,1
DIBw9dSVKdU,1
DIM6F38ITsY,24
DIU3xPdhCBI,10
DJFeaRWJdy8,26
DJMyDoYkioY,17
DJXUWLs6FI0,24
DKPCBAlDw2A,10
DKk5eDqZDKk,10
DM-ni_LSOFE,24
DM-q4pEbxFQ,20
DMKcO-T5Y4o,27
DMT7EnJ_Kp8,24
DMlITdf3w-o,19
DNrNMg8_gEs,24
DOEgxMcRm1c,17
DOIw62TXYkg,28
DOyL60sgi28,25
DPCW4yvWQT4,24
DQDj074iEuM,22
DQQN_79QrDY,24
DRfniGCgW0I,15
DSAsdcDIYgw,24
DSG-zxGRkJw,27
DSRSgMp5X1w,10
DTDnD3MYwuk,17
DTErM4uuPdc,26
DTg2FihPSso,17
DUYa7rjRz0s,22
DV1OqgHb3jc,26
DVAMKnfrQBk,25
DVWxQvlgRrM,24
DW7LqkHzSwE,22
DWG2mSSBi8U,24
DWaU47V3rMU,26
DX5_o-mumvE,10
DZAiRufPx9A,23
DZJod5hUqx4,24
D_6QmL6rExk,10
D_CZ8v9uZJY,26
D_Rl7NSpp60,17
D_eZxSYRhco,24
Da-2h2B4faU,27
Da2crn5NXc4,26
Dan2YMDCpms,26
DbF91ZtpGGc,23
DbIbchSteCI,27
DbJ2s_g1oDc,24
Dc-EG4ABsxA,28
Dc6ZDo9ViNA,24
DcCh33lJLMw,22
DdDRtQPXPtM,25
DdLYSziSXII,10
Ddt0k3yU9Q8,20
DfSLEBm9WHI,10
DfxhWPvhFCQ,24
Dg--VBBuWhk,20
DgOUdtUlL24,26
DgY_Q3jE0BM,24
DgaC0ytqdv4,24
DgljcMqPG98,1
DhEjpq88wGw,24
DhwwTxTh5To,28
Di4QJUCElgs,22
DjLr06pne6Q,26
DjjBg8hTaPo,28
Djw1PmpZt9w,24
Djxjmq9pvrM,26
DkXD5949qqQ,10
DkeiKbqa02g,10
Dkut3XLIVrI,10
DlU4ZSU2xzg,24
Dlwf5u2BLAg,25
Dm1tTSZHj8Y,27
Dm9iTlsaie4,17
DmTcVy7Ng-g,23
DmWm3ar0PiQ,26
DnSO5Uhobvo,10
DpSWgZVIfi8,10
DqSBQqj94JU,10
DrApVH3afMI,22
DrY4EUirqgE,24
DsyeNGEmobA,22
DtWriozwdR0,24
Dtp6sO2tU0k,17
DuRobNfQK5c,25
DuTReBPNx88,25
DuTnYi_HW2o,28
Duc3F700lgE,24
Dv4Ph97jv44,24
DxSf6Nb_I7o,24
DzNwinmBawo,22
Dzr9f-rkjnw,22
E-8e0cqUGTw,1
E-u9uo0laA8,10
E0cbWdlQg_8,1
E0yPapgxIgo,26
E21NATEP9QI,25
E2qtPth2W6w,24
E4c7EE8_IX0,10
E579ABhzXwo,26
E5yFcdPAGv0,10
E60w-0q8Y0Y,24
E7Er4t8PIYw,24
E7kUmvDKFLk,25
E7q_wbbwGyU,10
E7ykb1geOoU,25
E7zFj4iUn0U,24
E9eAshaPvYw,1
E9pIhue2lSU,17
E9za4QHGnqQ,10
EA5Tn5Gw_8s,10
EAGhzuitLXU,10
EAuQBaienc8,24
EBYsx1QWF9A,24
EBt_88nxG4c,10
EC5UCCnk59c,17
ECLwG0sHrAw,20
EEIP1YpFXrE,20
EENwBr3Mp2o,17
EEzj0HMz5Bc,23
EFNeulNdfRI,1
EFwa5Owp0-k,27
EGV9Ms9EHcg,24
EIer2-KAn7o,28
EJ-4nFz5hjU,23
EJu_wPGFTw0,17
EKkzbbLYPuI,10
EL1wN_ihL_E,24
EMTo2UqcnGg,24
ENr6CXm1YxU,10
EOmcGbXsRM8,23
EP06RO4INws,19
EP5ExDvQ3p4,24
EP_2NXe0_1g,25
EQ748TZcuqs,28
EQqIiTk2fy4,22
EQvdKS-QX_E,17
EQwhPkX3fnM,22
EQzWr52gCWA,28
ERBEwrn4f7Q,24
EROqrFqHegs,10
ERyfRmz0N-w,23
ESKmRiLjNpg,25
ESRAQtXVQL0,29
ESyJop31cmY,22
ET6XGZqOyjY,26
ETabBP9tUD4,23
EU-eQpCqBXQ,23
EUPlbO3Ub2I,22
EUfZCJtfAYA,15
EUtaUM0mfc8,22
EUwzWHD3Htg,2
EVNYfoFcrZY,20
EW3KD4kqqug,29
EWf7P3okX9s,20
EXZmln6LY6k,25
EY8rq1AyCPY,23
EYLUUm9SLW0,22
EYeIEou-5kg,1
EYkEshCOhEU,22
EZSCtgfmEO0,25
EZXu7RxBR0Y,22
E_86MEdNsAI,24
E_ViwNxUldw,26
EaC6LTIxBrA,17
EaEesT3HO4w,17
Eafi9hqm3OY,15
EajOkkJ80uc,23
EbSOKsFHwU8,10
EbXHZ4WoyFY,17
EbbL8NhdTQE,1
EbuCLC_wVlM,24
EcFJbKJxjDA,10
Ecd4eA067P0,24
EdRmaKHqYJY,23
EdkK29-TWJk,15
EeNrUTiwZVw,26
Eeb2CgoSt9M,10
Eel8QDRlIGA,24
EgEljsUNCe4,10
EgUMLjp3H4E,23
Eg_kW5fw6qU,1
EhSXsTSNDyo,10
Ei6AtHXJ9dg,23
EiwmO-XOqZ8,24
EjW7WzozgI0,10
Ek3aeUhHaFY,22
ElKPnh0Q8pU,1
ElPJr_tKkO4,24
ElmsIGT85tI,10
Em8C6AvD4sk,24
Em9EI37Yy9g,17
EofDwwembIw,1
Eonq7PRPIqY,10
Eouvsy8JdLU,24
Ep6-bNu16_I,22
EpW_OEuHNX8,24
Epm5_DSfMn4,22
Ept29ceiVfk,1
Eq1BuMoTW7Q,26
EqeIRzY7hIU,28
Er1eh1D8p2o,10
Er5jqmjaoo0,24
ErKz5mD61q4,10
ErZDtWsCA9U,2
Es9CfWMmPRU,24
EsBjHXCG4Us,27
EsaHiIdsKpE,24
EsdjC5dsOTM,17
Eswl8SSywzA,27
EtfIzNdt9Ac,24
EudArMNjbP0,1
Ev23TV62k08,23
Ev9rOA2Yjs0,28
EvWPqF_AQHI,26
Evz-ZQC8wss,23
Ew-3-8itpjc,26
EwIe8nLwZMY,24
ExJmET8boVw,24
ExP3ikM_wko,19
EyRzpUQTIGA,20
Eyh1_XGHAnQ,25
F-j_6IuaYfw,24
F-nQ_KJgfCY,17
F0ZdMq0n8-Y,23
F0rXPrnC_Ps,24
F1b5ouja_VI,23
F2VBwm44tB0,23
F388-6yDDpc,17
F3eSaEHSCu0,24
F4Q3kWZ369A,10
F4qfN5UeFvQ,10
F5F-gq2pyTk,22
F62QpaPWXDI,22
F6rBIWN8SsM,23
F7jcFXTnBiQ,22
F86S9Uc4mP4,24
F8BdzL8OltM,22
F8CR9IP7Mog,10
F8JCh0owT4w,28
FA2k2U_pEcw,24
FA_gIAGNDQ8,25
FApBWHvUzMs,23
FB64ez0kf1c,25
FBhVIhmh_N8,24
FCdvOAcbK4s,17
FDTKws5WxKw,26
FDbb28N7iI8,22
FEjZiCPuvqQ,15
FFpIQSCp1HM,26
FFsp5b4AUTE,17
FGHji60FP50,25
FGI7iaAIN3U,26
FH4SVGKUX8A,10
FHZktpgVW7w,24
FHl0nIdbiLA,23
FI3zMdqq4vE,17
FIFLT8iTyJk,17
FITSPSA8gQs,10
FJgx-_eGRh0,10
FKA-Jy6nuE0,10
FKiuTRS5R-4,25
FL9BbzUYXjA,23
FMXdXCYvLQQ,28
FM_7ZyE0ib4,27
FO6My1joJVc,24
FO6dRbQMPPw,25
FOLQlEh1D20,10
FO_Ox_dH0M8,27
FPHrWxxw9Is,23
FQC29joihwU,1
FQUmz9QxtFc,23
FQfWKSdIreM,27
FR5WT12B_88,24
FRjOSmc01-M,10
FTldNZ7V8ls,23
FTv-CE43PpM,24
FUPQ8Lz_kSk,26
FUQexMOrDBI,27
FUzs2oMEs8w,10
FV4t5D0rwFs,25
FVRPzwb1Vi4,10
FVjXoM4DjTU,22
FVwR2zK_Ahs,26
FY8T06A-j_c,17
FYaxa4r-fRw,15
FYk6BVoyWFM,22
FZ_jNGKCIWs,27
FZiCWBplZ90,23
FZjexxJ7lYM,17
F_thvMnIxEM,22
FaJmopuuhZE,10
FaxqVBYVOVU,20
FchkqXEg0qs,20
FeRi86DcfyA,24
FepIkIILumA,17
Ff7wbSwTuEk,23
FfSXmbAGl8A,10
FhhlMSpvCQE,26
FhllRWReNEE,22
FhwktRDG_aQ,24
Fj3euSYAtnc,10
Fjdbk8kBFNA,24
